,Alveolar epithelial cells (Lung),B Cell,Endothelial Cell,Erythrocytes,Mast Cell,Mesenchymal Stem Cell,Myeloid Cell,Myoblast,Non-malignant mesenchymal/stromal population,Osteoblast (non malignant),Osteoblast_subcluster_0,Osteoblast_subcluster_1,Osteoblast_subcluster_2,Osteoblast_subcluster_3,Osteoblast_subcluster_4,Osteoblast_subcluster_5,Osteoclast,Plasma Cell,Plasmacytoid dendritic cells (pDCs),T/NK Cell
18483,1.7615749,0.026661044,0.10234745,0.069415756,0.0049243886,0.16246472,0.08472733,0.48408642,0.063442945,0.09139665,0.24876659,0.3823938,0.6566053,0.22590248,0.38370132,0.74440515,0.22170296,0.004626562,0.04417821,0.007409649
18484,0.0021720012,0.0006454487,0.0034988804,0.0062334025,0.0003582723,0.011406282,0.0064011533,0.06003122,0.0006402305,0.0015518398,0.044641834,0.09928993,0.08241778,0.03550451,0.07998034,0.18386999,0.031141274,0.00059868005,0.019994779,3.7050922e-05
18485,1.7067729,0.0010652877,0.048337895,0.009966625,0.0010071808,0.02652247,0.061676055,0.01062525,0.01985742,0.019457614,0.041345377,0.068993986,0.06973742,0.04916937,0.08276836,0.11995159,0.13644794,0.00044095307,0.10033077,0.0032155083
18486,5.472428,0.0010381287,0.094696864,0.004723607,0.00036561285,0.035370305,0.0036076864,0.009854192,0.009098425,0.0029817226,0.016164372,0.019525534,0.011781016,0.014591948,0.04415912,0.06856246,0.00092826656,0.00034851176,0.001603994,0.00013248985
18487,9.86414,0.00060022325,0.023024784,0.008609919,0.0003749311,0.0060172053,5.6018765e-05,0.011667233,0.006096931,0.006213256,0.012558409,0.03992377,0.013934857,0.003238531,0.038932472,0.09437311,0.00018771212,0.0003511213,0.0016566805,8.106422e-05
18489,0.0095191,0.048381735,0.00771529,0.022956261,0.0012931753,0.07866307,0.03185809,0.014468104,0.021380294,0.01878101,0.08699573,0.12862882,0.12709166,0.058179047,0.15016694,0.17275947,0.06822113,0.0011362158,0.06278419,0.07290667
18490,0.002941141,0.0004464757,0.00019244298,0.005058047,0.00037963912,0.010537469,0.0018278807,0.018546056,0.004306454,0.0024007119,0.007479006,0.0430067,0.0067891623,0.0018259819,0.01800917,0.015556064,0.006156169,0.00027061184,0.0014872354,5.21698e-05
18492,0.55261,0.0024360663,0.09837446,0.023415139,0.010518478,0.16531865,0.12414793,0.2768773,0.03250526,0.015549071,0.052943148,0.06931256,0.16372244,0.02464156,0.11586868,0.05931969,0.1314225,0.00097511715,0.027719226,0.00037147265
18494,0.07999959,0.007044909,0.068632945,0.0076733073,0.023806194,0.08753059,0.044996217,0.18306008,0.040306598,0.033191174,0.14870004,0.1749167,0.17446284,0.1332354,0.12588823,0.18067227,0.14766349,0.020136992,0.024321146,0.0025204876
18497,0.0043138824,0.0008532775,0.17099184,0.0045700255,0.021403782,0.16059451,0.0005503788,0.069854,0.037229527,0.020317512,0.10364614,0.12112416,0.120291896,0.056126572,0.09206884,0.08810556,0.0010204164,0.0020137778,0.01729609,9.3823284e-05
18498,0.092468135,0.02625032,0.0743554,0.013080669,0.014902355,0.12821163,0.037777543,0.05859165,0.0610653,0.04609138,0.18015037,0.268407,0.16816318,0.13714674,0.20436175,0.32572755,0.093676165,0.020752052,0.027888065,0.011498218
18500,0.008288613,0.008851763,0.007997353,0.010197925,0.0012096303,0.010819658,0.002525283,0.014973168,0.0066552437,0.0067970543,0.021926614,0.031974148,0.028554551,0.0067438525,0.036545556,0.114751674,0.032656565,0.013710222,0.0075057037,0.00033026646
18501,0.9727952,0.00065377454,0.009787163,0.012292451,0.0017336331,0.041589074,0.0010795253,0.023193099,0.013479476,0.0076693166,0.0465203,0.08842969,0.027704028,0.026652403,0.031579465,0.054274812,0.0028650851,0.0036935015,0.001508826,0.00063240604
18502,0.06861842,0.00078510016,0.0055460944,0.010826482,0.0003896645,0.015405694,0.0025319557,0.010571239,0.116180815,0.10133323,0.36617446,0.40896913,0.35089123,0.14337958,0.368679,0.8718234,0.004329364,0.0013810061,0.0021989706,0.0011231326
18504,0.0064127687,0.00044211268,0.0001347636,0.004072925,0.00034806464,0.00047072553,2.1828104e-05,0.008151794,0.002554927,0.00032743666,0.0030284727,0.0021774194,0.004428599,0.0008875699,0.0035703925,0.005367645,5.7421188e-05,0.00030176327,0.0015415669,2.1388505e-05
18505,0.7061295,0.0006400671,0.011867338,0.0046066837,0.00044076174,0.01005762,0.0706322,0.05184267,0.022374058,0.0042331354,0.019572642,0.021682445,0.050429687,0.01037103,0.043116104,0.04892037,0.27472663,0.00031150653,0.0016890495,0.00018759568
18506,0.0075929007,0.006324881,0.00018664735,0.45044184,0.0045518638,0.0003536721,1.7812314e-05,0.56973404,0.00010284904,0.00021457604,0.00011467298,0.00019342282,0.00029092614,0.0027938616,0.016382055,0.19714887,7.540853e-05,0.0019037063,0.16884288,3.6828198e-05
18509,2.4255352,0.0005303671,0.008824471,0.024732092,0.00038416803,0.037154667,0.0005113118,0.017852193,0.044425532,0.014623984,0.047763065,0.08381536,0.072320335,0.013402238,0.046424244,0.13748819,0.00041782984,0.0005385371,0.06546157,7.983991e-05
18510,0.0070375907,0.00085442007,0.010195825,0.007611788,0.0005751854,0.013000552,0.00045077063,0.03330221,0.007754851,0.005045607,0.020625057,0.03431766,0.020682676,0.004572872,0.028064512,0.038019866,0.002707658,0.0003194085,0.001934868,0.00020324766
18513,0.08530451,0.0073779924,0.04922341,0.012431597,0.0027535881,0.042383634,0.03519023,0.023055153,0.019946368,0.018241426,0.066244334,0.090747766,0.07741159,0.057547744,0.09001135,0.13586153,0.07107742,0.0075825984,0.048040178,0.0044598323
18516,0.0025160215,0.0022207713,0.062133063,0.010433849,0.008827859,0.004370748,0.025800167,0.007441835,0.0010288664,0.00078036764,0.005589822,0.003139509,0.0027293926,0.0019408969,0.03772718,0.0177864,0.01723299,0.003161877,0.04083013,0.08335632
18518,0.028172066,0.018933093,0.046455365,0.014691457,0.007979382,0.021514006,0.04324609,0.054735538,0.019091446,0.0157553,0.081124075,0.1500707,0.12226114,0.06498032,0.13294758,0.19464846,0.08065765,0.008412866,0.11031293,0.014698922
18520,25.537725,0.0005191655,0.002685575,0.008301094,0.0006490458,0.032232437,0.005251644,0.01973411,0.010340395,0.006100603,0.025451107,0.024659295,0.04316152,0.017395373,0.03256014,0.07569184,0.0007480639,0.00082227803,0.0042487704,4.1418793e-05
18522,0.0026966457,0.008461825,0.0067238966,0.004156727,0.0007229485,0.00019294643,2.8291615e-05,0.007065354,0.00022465897,0.0011433949,0.004146942,0.0032498755,0.0010824893,0.0008057372,0.0089563,0.0029292137,6.757965e-05,0.009590225,0.0016250712,2.6173024e-05
18524,0.0023493404,0.00041746462,0.017260892,0.0046730894,0.00034600642,0.0007952402,1.8524974e-05,0.007929263,0.00032846787,0.00034390946,0.0017131044,0.0017886758,0.00024999044,0.001171578,0.0037773314,0.0013625777,0.00016270966,0.00029961803,0.0017490698,2.5097983e-05
18525,0.002073494,0.0003649943,0.00018901778,0.004974301,0.00034916867,0.00019091618,3.2798936e-05,0.0054864828,0.00086723606,0.0027652567,0.0066450387,0.0069037024,0.0047935667,0.005149931,0.011297768,0.02474542,0.00013035627,0.000332951,0.0016284974,3.6597732e-05
18526,0.010262217,0.00039351254,0.00014181159,0.0055254926,0.0003512797,0.00031094454,1.7930144e-05,0.013228398,0.0005323807,0.0012497588,0.004493332,0.0073214225,0.006873115,0.004039574,0.0051330645,0.014460784,6.131713e-05,0.00053251046,0.0017056804,2.9289024e-05
18527,0.0058139805,0.0005441656,0.0022239704,0.011688575,0.000541363,0.005710163,0.025970565,1.4672178,0.012985353,0.020418344,0.051596474,0.05898365,0.06839913,0.028615328,0.09050422,0.083259456,0.00794979,0.00031027276,0.0034868533,0.00019982563
18528,0.042523973,0.037424542,0.14035504,0.005347313,0.021191547,0.08771047,0.08145324,0.018574208,0.039491326,0.030847063,0.14921376,0.20174627,0.19831051,0.12142923,0.17117022,0.22603388,0.25472575,0.0010552891,0.07939751,0.032307573
18530,0.33992445,0.017793316,0.03879876,0.005631144,0.017905885,0.039282855,0.024597984,0.14692035,0.025770944,0.023928508,0.07248233,0.0785258,0.09235742,0.05607812,0.06127754,0.06597298,0.050255712,0.009624098,0.046923034,0.007066811
18531,0.044998795,0.007145536,0.038772356,0.014595571,0.0014406454,0.033736948,0.00964152,0.07928721,0.021904254,0.019964194,0.05678557,0.044850368,0.056066528,0.035258412,0.052866127,0.06006639,0.015807493,0.005101343,0.015643785,0.002288906
18535,0.4807903,0.028091047,0.13196328,0.021026045,0.019974668,0.12812649,0.072400525,0.29342806,0.08117404,0.07808757,0.30649218,0.4534424,0.4448774,0.21725349,0.3391584,0.63702524,0.22419567,0.039460137,0.07631706,0.018079085
18540,0.071117364,0.016394354,0.10968841,0.013761662,0.03598918,0.06043928,0.022668414,0.26201886,0.023559706,0.019072667,0.12623283,0.23660572,0.19541,0.14274724,0.1035826,0.36203104,0.2232689,0.02727846,0.040726643,0.009839864
18541,0.34716693,0.04145563,0.22407725,0.013467586,0.018504906,1.3401239,0.11539545,0.19574086,0.20930234,0.11429022,0.5358908,0.56777155,0.43220115,0.73556244,0.5856159,0.5135621,0.6834192,0.015860945,0.039994534,0.013697613
18543,0.04263592,0.022048058,0.04111153,0.039571676,0.019159166,0.056475956,0.025949454,0.08951955,0.034941956,0.02799254,0.11992809,0.18936709,0.23242626,0.09622756,0.12534854,0.20396079,0.11775043,0.027044753,0.020240622,0.015889833
18544,0.3306823,0.0066017625,0.07240692,0.01624243,0.0052840295,0.05253126,0.020026546,0.093056224,0.0394493,0.033218287,0.09668422,0.14980206,0.14193675,0.07519385,0.10834456,0.21813102,0.0737922,0.013046167,0.014384389,0.0006611493
18545,0.10194894,0.013758896,0.038466666,0.005440203,0.021862255,0.27870885,0.048001975,0.02434255,0.116560966,0.071698874,0.26278573,0.40283504,0.34480545,0.29510152,0.323774,0.40153265,0.11946769,0.013495881,0.07985384,0.00810182
18546,0.08008091,0.024309916,0.05997399,0.019030914,0.011081661,0.15315345,0.026419396,0.07301399,0.06209794,0.06005884,0.17689747,0.20869014,0.27109617,0.12711866,0.20725189,0.3843184,0.14562258,0.015359894,0.046449993,0.008912137
18548,0.16887316,0.0005761712,0.001539201,0.004610876,0.0019669372,0.017414985,0.0006832503,0.009782535,0.003443063,0.0027603763,0.008360721,0.013475474,0.009479597,0.015234089,0.006933511,0.024509666,0.00087237195,0.00046093803,0.0028305452,3.717988e-05
18549,0.024061259,0.0005229991,0.00060820376,0.0045098113,0.0006781155,0.06959795,0.0006929904,0.2843475,0.036919773,0.03090524,0.11127283,0.1290147,0.09115727,0.043130428,0.097550176,0.13673487,0.002135996,0.0007956321,0.0027550785,0.0002176461
18550,0.5208258,0.03189255,0.12871994,0.058922186,0.041788172,0.21786952,0.059082083,0.17199849,0.10032991,0.07696484,0.4296594,1.0524743,0.51730007,0.38595894,0.4722952,1.0042347,1.6300312,0.032402422,0.030269621,0.025781108
18551,0.15189223,0.008405178,0.014731408,0.004643494,0.00303363,0.031946905,0.009935136,0.014834209,0.017254576,0.013987368,0.049909912,0.08522121,0.055467542,0.038120642,0.053853262,0.07347506,0.056682017,0.005363721,0.0055338894,0.0076094656
18554,0.0020027033,0.00040435922,0.0005984607,0.005334974,0.00039071977,0.00023251984,0.00012903982,0.017756639,0.0010638617,0.0025831365,0.0060261693,0.06867,0.0031631747,0.0032190906,0.007307989,0.017833052,0.0009970352,0.00029629335,0.0015674658,3.2808406e-05
18556,0.09207028,0.010620873,0.04907837,0.008827522,0.004459593,0.052080534,0.031100167,0.16320957,0.022154374,0.022437597,0.071345665,0.07858003,0.10392706,0.059874963,0.09230492,0.12441662,0.061266974,0.009248463,0.021163985,0.008245654
18557,0.0024736018,0.0004492834,0.00017747981,0.008369799,0.00037111493,0.22315006,4.2960844e-05,0.00867222,5.106118e-05,0.00051306933,0.00010545728,0.00014781456,0.00019511477,0.0007681775,0.0015030238,0.0016254943,0.000118677825,0.00028575977,0.006658742,3.5976493e-05
18559,0.015170737,0.047723606,0.025340576,0.0076914723,0.0003615041,0.15728332,0.0020331533,0.014065051,0.048050147,0.027907174,0.111469224,0.11145214,0.11225045,0.052447267,0.08721959,0.042117584,0.0024878923,0.015945597,0.09507645,0.0035166482
18560,0.0041641067,0.0003953991,0.00026893005,0.0046968847,0.0003774181,0.0027989931,2.9598497e-05,0.007666264,0.00025175544,0.00015224314,0.0006450302,0.000998637,0.0003595115,0.00077477394,0.0024705282,0.0014012997,6.321998e-05,0.0007819941,0.0045835637,5.9204882e-05
18561,0.0021424007,0.007495419,0.035086155,0.029865578,0.0023431445,0.0005275667,2.6696605e-05,0.026297642,0.00072693365,0.00081631495,0.0013577853,0.0009983293,0.0010620168,0.0010125835,0.007106739,0.0018103663,0.00013705317,0.0014388711,0.0017415491,0.004296859
18562,0.005402697,0.0004508963,0.0014394395,0.0066531394,0.00037702962,0.00023386946,0.003881029,0.006897776,0.0012802414,0.00093119935,0.0037677356,0.0015592048,0.0009638485,0.013849997,0.010301321,0.0019010623,3.0384152,0.00056389405,0.0014911444,6.11583e-05
18563,0.18732323,0.0023855767,0.02916989,0.010350449,0.007097423,0.022961939,0.026621915,0.057536513,0.0086320285,0.008405872,0.024942024,0.036736865,0.03248317,0.023915395,0.054818828,0.031597015,0.031255707,0.0011706857,0.013680038,0.0032302958
18564,1.9706197,0.00058493967,0.0007252355,0.046027366,0.047138505,0.010794283,0.036276463,0.010908934,0.0020386155,0.0028541954,0.009773856,0.014522489,0.03191366,0.007845321,0.023943115,0.014626804,0.024196472,0.00034891942,0.0026220086,0.0032861247
18565,0.0020896455,0.000659965,0.01185053,0.021342726,0.00040359027,0.15075928,0.0009402221,0.8412549,0.0006510545,0.0020144018,1.1407055,2.026389,1.5654058,0.8286498,1.0978652,3.536701,3.692851,0.0095625445,0.0044887797,3.651277e-05
18566,0.024616659,0.046275888,0.102379575,0.021759447,0.032649674,0.10843691,0.05721968,0.1645505,0.049797498,0.036739655,0.22478226,0.5263666,0.3132928,0.17846046,0.23449278,0.33375823,0.17061707,0.038324352,0.047705643,0.028150499
18567,0.59322226,0.007869193,0.034758948,0.024644675,0.0011951969,0.018879808,0.019353176,0.1155094,0.009052765,0.011984768,0.039534874,0.0667521,0.057186164,0.033264507,0.063054256,0.10451871,0.041776907,0.0045884564,0.0403176,0.0062768725
18569,0.0031702174,0.00051157916,0.008908945,0.011280988,0.0004165143,0.00019512886,0.0001710599,0.010373377,4.8998347e-05,0.00016012641,4.5573775e-05,0.00016454929,0.00018202682,0.00073606306,0.0017486741,0.0019131518,8.891873e-05,0.00030270833,0.0022908752,2.582832e-05
18571,0.14187758,0.008610418,0.10587611,0.015942639,0.009090106,0.057999317,0.05689601,0.20270991,0.032629784,0.043572493,0.09700845,0.17171028,0.19975954,0.07245056,0.16662237,0.2600216,0.082376525,0.009027079,0.03234921,0.0029531687
18574,0.05048434,0.016904874,0.037721377,0.009810225,0.024015376,0.045725737,0.030369604,0.13979197,0.024405308,0.019122353,0.08814761,0.13045391,0.12735899,0.058740832,0.14427678,0.16204983,0.0832849,0.015664067,0.013076347,0.008871499
18575,0.095091045,0.045369655,0.25920328,0.023787126,0.06919621,0.3687965,0.10351317,0.7512687,0.24427965,0.20347846,0.87564325,1.3359052,1.4697254,1.0501413,0.939765,1.7127794,0.697165,0.18695989,0.112699404,0.04052887
18576,2.2676592,0.00998522,0.16306801,0.018245986,0.011558059,0.1455718,0.07853272,0.17951816,0.061247677,0.049594406,0.20193526,0.29243508,0.25952834,0.15380946,0.2271206,0.37907282,0.13894746,0.0063227755,0.040733572,0.015210111
18577,0.01641387,0.00042104773,0.009721432,0.004997967,0.0004176353,0.03577,0.0005976382,0.030293567,0.0153793385,0.020580152,0.07306862,0.05960289,0.0724066,0.035249565,0.064807124,0.08849784,0.0010610971,0.00038328522,0.0014561702,4.9467206e-05
18578,0.100201145,0.0029438774,0.05233132,0.005101792,0.003088038,0.09954978,0.011500409,0.09374155,0.020133348,0.015974663,0.040175423,0.030873086,0.03248937,0.028345047,0.026916077,0.040893566,0.013160287,0.004892761,0.006164797,0.00019078914
18580,0.34079129,0.005759278,0.033138096,0.010522925,0.027411327,0.07555258,0.019512866,0.013282226,0.024251714,0.023471735,0.07385058,0.07450319,0.07746838,0.053128026,0.12031637,0.13079818,0.047073353,0.00054762175,0.0019447467,0.006985214
18581,0.0034070069,0.00059474,0.00018189973,0.06522372,0.00048573792,0.00021669026,0.0008522848,0.047449373,8.01447e-05,0.00023645337,0.00012364268,0.00015042735,0.0012992176,0.0007970123,0.0021759395,0.0032925564,0.0002747689,0.00042080166,0.01612524,2.844195e-05
18582,0.06311337,0.011738339,0.04792493,0.02190929,0.019431124,0.09262801,0.039161496,0.07412221,0.03636777,0.031104196,0.112997405,0.16598527,0.14847697,0.089002796,0.12412924,0.17957368,0.16032812,0.016338915,0.017496299,0.0064687314
18583,0.073986806,0.011853071,0.051176433,0.013557061,0.035400316,0.13854548,0.054455552,0.08009482,0.034582745,0.02449853,0.118061826,0.15158148,0.17105213,0.1328288,0.13914768,0.16199304,0.19901866,0.034521352,0.042868786,0.013133954
18586,0.54596335,0.26616484,0.30784962,0.08340754,0.08214016,0.7053456,0.20845908,1.3595003,0.27673468,0.19762115,1.6238108,2.3307571,3.2197778,1.3612332,1.8100296,2.809455,1.858882,0.23265746,0.29806724,0.15585853
18587,0.053138725,0.0004525711,0.019199492,0.008021438,0.0005458895,0.029211208,4.7195706e-05,0.0102472175,0.0017398742,0.00064019643,0.0020036488,0.0024100598,0.0015667859,0.0027314648,0.008147102,0.0026233334,0.00010722097,0.00033395537,0.0020091436,2.8600478e-05
18588,0.32830152,0.03321858,0.08117516,0.041539207,0.057848714,0.31124684,0.10031122,0.6213742,0.08904935,0.055495203,0.434978,0.76862425,0.5164029,0.3034626,0.47630042,0.4911104,0.4046083,0.05325461,0.05465175,0.03577818
18590,9.387202,0.0022712955,0.00082755386,0.00441445,0.0004338214,0.011860951,6.492442e-05,0.036710467,0.00015179516,0.0009930329,0.0006907041,0.0013794989,0.007701786,0.0019111431,0.0030947698,0.0014352717,0.000115642906,0.007575238,0.001637045,0.00055165234
18592,0.06866502,0.031421635,0.058538474,0.009053714,0.015272528,0.060925353,0.03678715,0.1460587,0.038979333,0.031193715,0.10738962,0.1714734,0.13700992,0.076982886,0.12423797,0.19022793,0.095385216,0.036947973,0.027044162,0.013950408
18593,0.038961127,0.06446706,0.0524543,0.03476581,0.01991827,0.052648358,0.03949287,0.07339661,0.039507657,0.034446005,0.124246724,0.2012529,0.15460208,0.077407226,0.14620933,0.21660839,0.10550923,0.046648934,0.024696302,0.017493343
18594,0.004493557,0.0033917013,0.0016888189,0.0059661437,0.0014683468,0.0020055952,0.0026738478,0.010219593,0.0060850694,0.0055526798,0.0042582676,0.3123843,0.007520737,0.0014533283,0.025867665,0.100377955,0.013299827,0.0066440064,0.0016877187,0.0016063668
18595,0.0022393377,0.00041392207,0.00019469619,0.004157318,0.008135889,0.004128216,0.05711901,0.0049706926,0.0006761674,0.0008085565,0.0012512128,0.00034656792,0.0008060368,0.0012377462,0.0103846025,0.0068520615,0.0054425444,0.0002727836,0.0027090784,8.569461e-05
18596,0.072168216,0.022020418,0.056328315,0.022536738,0.02526138,0.06450584,0.29631364,0.061588712,0.03412447,0.032035623,0.09980993,0.19937101,0.14202088,0.06554921,0.22800742,0.30570897,0.40705803,0.03170889,0.046323154,0.017513575
18597,0.032776322,0.005204279,0.021055214,0.013229807,0.0032231447,0.040804405,0.014105538,0.03147796,0.0157448,0.012141476,0.08259924,0.12893574,0.098074496,0.065477386,0.088952675,0.13071336,0.059100546,0.013944404,0.0092338845,0.0047376384
18599,0.16222587,0.0067653293,0.073651224,0.0071144975,0.0031706865,0.09240774,0.035858806,0.09926363,0.050221063,0.039029565,0.12697035,0.1817073,0.15856834,0.090650864,0.15004729,0.19457482,0.08172705,0.010925084,0.022553585,0.004401018
18600,0.23884454,0.007168656,0.088247284,0.0065761907,0.0011980014,0.04842045,0.01861382,0.05489154,0.022352401,0.015204839,0.052611,0.091161974,0.084027596,0.03710301,0.08253983,0.08174274,0.04340853,0.02364942,0.047795266,0.008538901
18601,0.941637,0.000401596,0.002377382,0.005362184,0.0003120471,0.00020247322,3.1404226e-05,0.017761974,0.00015238105,0.00020321672,0.0002995042,0.00042138703,0.0009348427,0.0009784349,0.0018784878,0.003619052,5.621835e-05,0.0003645274,0.0017547029,2.5547632e-05
18602,0.1850348,0.04707783,0.101384036,0.0075375615,0.023568815,0.12531045,0.098392025,0.038648468,0.03976931,0.028218418,0.14670256,0.3330934,0.24782066,0.086069554,0.28761524,0.7051107,0.26182267,0.10600273,0.030288737,0.004222681
18604,0.17079134,0.006012683,0.019881256,0.007942182,0.006127696,0.0347193,0.012648326,0.06480197,0.018216843,0.015400547,0.049554594,0.0587938,0.06620917,0.04868351,0.056998502,0.052937552,0.037885137,0.0072974004,0.005820839,0.0034134572
18606,0.0033840563,0.0033227669,0.017052902,0.004292727,0.0031839171,0.00830268,0.0038341163,0.018932588,0.013748689,0.010262831,0.032096196,0.1732281,0.029456018,0.020430304,0.047505964,0.10164659,0.005835379,0.001470441,0.002194972,0.0005647881
18607,0.5620104,0.00042743742,0.000548266,0.009359049,0.18203188,0.014397515,0.0001057727,0.006921026,0.020727703,0.013409465,0.13032924,0.13135348,0.05580827,0.14890094,0.12298276,0.07393881,0.00068159227,0.0003861895,0.0022876675,0.0035369697
18608,0.32693022,0.0007503916,0.04537541,0.01505125,0.005732111,0.0039691175,0.00052029063,0.07957521,0.03613649,0.031636134,0.09868755,0.13349739,0.104763545,0.031235898,0.057678647,0.18485446,0.0014022466,0.0006655215,0.0015695938,0.000106537875
18609,0.0025301373,0.0004901037,0.00024245106,0.007829776,0.00040296747,0.0018558189,5.5873472e-05,0.070669755,0.00438332,0.008185227,0.004269728,0.017296087,0.009000517,0.076376945,0.017413763,0.008467513,0.00012323295,0.00035104676,0.004049031,2.2048209e-05
18610,0.036830578,0.31090084,2.775998,0.03036527,0.008337046,0.9635362,0.26505402,0.19839537,0.2716092,0.177617,0.6567848,0.7956194,0.43408462,0.512663,0.6104796,0.64602035,0.3464877,0.23544328,2.6225567,0.00856989
18615,0.02264233,0.012052622,0.000267958,0.43390876,0.011979742,0.00070358923,1.8262592e-05,0.4797131,4.8131213e-05,0.0003423731,0.00013126497,0.000613412,0.0015213251,0.006581364,0.0484493,0.07491431,8.4580344e-05,0.005783097,0.3054541,3.1987653e-05
18618,0.14707589,0.44776765,0.0005894049,0.75691026,0.17946354,0.0047726016,4.3852833e-05,0.89280343,7.7322075e-05,0.0004974393,7.774711e-05,0.00044307785,0.001486801,0.21605596,0.56347114,0.59294677,0.0018724389,0.13483074,0.4686124,3.4225202e-05
18619,1.016853,0.08591386,0.34120953,0.090592474,0.13906863,0.6138985,0.21720365,0.977439,0.25134492,0.19034865,1.1756672,2.1628156,1.7401508,0.94181746,1.1899724,2.4250808,1.446978,0.22781572,0.12379167,0.05791618
18620,0.014861039,0.001854302,0.021786634,0.006099463,0.008333444,0.018115211,0.022645062,0.048221476,0.00756469,0.006458264,0.023441046,0.035359487,0.024369402,0.015561461,0.03833055,0.024829954,0.1378881,0.0049777296,0.012747848,0.004045768
18621,0.002291313,0.0006889165,0.0014074175,0.007163086,0.00034820728,0.00035891973,0.00012031154,0.057630293,0.0062366966,0.0066357716,0.012886521,0.030254649,0.01924362,0.0032325215,0.021754172,0.018036306,7.382577e-05,0.00029535763,0.003027992,5.68639e-05
18622,0.020680895,0.0028380342,0.013091965,0.05883255,0.02246973,0.035419118,0.038512707,0.024330476,0.015752137,0.015163235,0.071924224,0.11512677,0.09485843,0.052956488,0.09747364,0.11690415,0.06540997,0.006669317,0.015693754,0.0024675266
18624,0.4288347,0.04910599,0.20954703,0.09007971,0.09150942,0.28743705,0.19384174,0.5288051,0.18335229,0.12971158,0.5220099,0.92439425,0.7868966,0.43775627,0.64682066,0.8863728,0.81665415,0.09407202,0.12964407,0.04215939
18627,0.16182935,0.0047527016,0.19196062,0.012065747,0.0028017971,0.009404327,0.004666153,0.0073681013,0.016886558,0.0063902587,0.024334664,0.042555425,0.044386715,0.02667967,0.032765303,0.06548171,0.0021920635,0.0009500503,0.0026588815,0.00030386102
18628,91.29947,0.008624657,0.04621033,0.027037244,0.0038710237,0.016468542,0.03648555,0.49092048,0.020724164,0.01723647,0.06304029,0.14514962,0.23507608,0.050545238,0.11160276,0.12181106,0.12738654,0.0058192895,0.011598327,0.0011012594
18629,0.005541557,0.000771322,0.00060527335,0.004257335,0.0004830517,0.0350294,0.0029208036,0.17675579,0.010030474,0.010435882,0.024024723,0.022135098,0.0035711324,0.044415038,0.027477648,0.0026356461,0.0015765833,0.0011658501,0.008559014,0.00010972774
18631,2.4818203,0.03036506,0.04897699,0.0052966024,0.0059448816,0.04951357,0.10243875,0.019252967,0.023505138,0.023375032,0.06642621,0.14633128,0.11354448,0.052757047,0.09651201,0.08950085,0.048699714,0.018265646,0.23069401,0.012727135
18634,0.061994575,0.015530547,0.11299502,0.013107971,0.0009208361,0.09251915,0.020913709,0.01947576,0.061156858,0.042560767,0.12486036,0.14385246,0.13459772,0.09754548,0.15708342,0.13784418,0.030173551,0.012670801,0.0047711874,0.001344873
18635,0.2771701,0.0962656,0.16308795,0.029075863,0.11278419,0.12637018,0.14797631,0.041501604,0.0650912,0.061113104,0.2628344,0.59406036,0.77100474,0.17344436,0.48744604,1.1658349,1.1281314,3.332558,0.31209514,0.08240994
18636,0.006175208,0.0003825311,0.00089171564,0.006152682,0.00068645924,0.008092904,2.417577e-05,0.040764052,0.030042442,0.0028650493,0.049056802,0.02202506,0.0125333825,0.20182651,0.020158833,0.016368164,0.00013663855,0.00052315934,0.0017200776,0.00010138137
18638,2.2510195,0.07502544,0.43820837,0.09214486,0.10838546,1.43122,0.19864309,0.54237103,0.723467,0.5336723,2.5793698,3.5804534,3.816194,2.046547,2.8318067,3.2694497,0.94929713,1.344244,0.25307813,0.10232428
18639,0.0071357493,0.001204735,0.0003195886,0.005114304,0.0008649585,0.006317994,4.0789084e-05,0.018444538,0.01949769,0.012436115,0.029497592,0.017808678,0.0040605315,0.03726303,0.027320094,0.12696682,0.00033467385,0.00042092046,0.0029184467,5.5890112e-05
18641,0.0626851,0.063816294,0.027499085,0.007823899,0.0109738065,0.013943185,0.15943259,2.1374643,0.06420008,0.038281586,0.72416145,0.708185,0.22649185,0.7857111,0.7331412,2.0322547,0.107632674,0.020844117,0.20136635,0.06868624
18642,0.037033733,0.095692866,0.0003074132,0.6421789,0.04826282,0.0008534918,2.0341637e-05,0.47021624,8.9500514e-05,0.00041139752,0.00014119392,0.00040155186,0.00053500466,0.011353598,0.116906404,0.268857,8.578771e-05,0.14690499,0.19620165,3.1482272e-05
18647,0.010645318,0.00039808915,0.035899613,0.0051644505,0.0019282465,0.031418074,0.00034247598,0.010064408,0.054668766,0.009792309,0.029148372,0.022621933,0.017337505,0.023556355,0.021265011,0.008754188,0.0012678942,0.00063509267,0.0016927605,0.0005543871
18648,0.039102394,0.010051375,0.030737266,0.0073620016,0.0041127778,0.028642293,0.024811566,0.032810822,0.018608468,0.015559602,0.04939532,0.08813794,0.06251519,0.030057058,0.06547061,0.06943886,0.05935709,0.004440236,0.027740307,0.0025161563
18649,0.0809713,0.010510918,0.025110591,0.023605,0.003593878,0.017878471,0.033290442,0.020858152,0.011072434,0.013720986,0.030971467,0.049983893,0.03943314,0.029650014,0.049684297,0.07642161,0.15674666,0.0010822356,0.027712634,0.0065519526
