,Alveolar epithelial cells (Lung),B Cell,Endothelial Cell,Erythrocytes,Mast Cell,Mesenchymal Stem Cell,Myeloid Cell,Myoblast,Non-malignant mesenchymal/stromal population,Osteoblast (non malignant),Osteoblast_subcluster_0,Osteoblast_subcluster_1,Osteoblast_subcluster_2,Osteoblast_subcluster_3,Osteoblast_subcluster_4,Osteoblast_subcluster_5,Osteoclast,Plasma Cell,Plasmacytoid dendritic cells (pDCs),T/NK Cell
8,0.0033188297,0.0007768704,0.005140062,0.0057320665,0.000393722,0.2728065,0.0005130192,2.0478673,0.07396534,0.073401526,0.26890108,0.6157868,0.44144776,0.101785615,0.31603387,0.9583177,0.002464066,0.0009128628,0.0033393966,0.00017453439
9,0.1717915,0.03299446,0.12130064,0.020397605,0.03815424,0.14260724,0.055695727,0.26896968,0.15428585,0.15190709,0.49964452,0.69884485,0.6547539,0.3235506,0.5892082,1.0340937,0.3056459,0.0474564,0.046908863,0.029236332
13,0.0022273976,0.00078629365,0.0025070917,0.0048637055,0.00035985833,0.003078524,0.0028847656,0.0114274835,0.004676125,0.004845282,0.0074208523,0.006756905,0.002272568,0.012028117,0.0044092466,0.0032217954,0.0010723072,0.00031142164,0.007173017,3.119113e-05
14,0.7585621,0.008795956,0.34918323,0.021527097,0.02805952,0.4939191,0.06121892,1.3963752,0.39600503,0.1312808,0.90260834,1.2097415,0.42876628,1.4513974,0.7103896,0.71630514,0.049341727,0.0036068347,0.13463768,0.0051232744
15,0.1778803,0.6385152,0.7948954,0.11122146,0.1538331,1.1273609,0.7732286,7.0916796,0.42901057,0.37719733,1.7261732,2.3457937,2.3041735,49.369404,2.5119224,5.043742,0.2938792,0.4687959,0.46974254,0.36429015
16,1.1053962,0.0013845098,0.41473535,0.0060120816,0.003718764,0.05838717,0.028285785,0.12340017,0.073366776,0.030657023,0.08713028,0.101396516,0.12224334,0.12640212,0.1028959,0.15538682,0.083973125,0.003915414,0.0053310627,0.0010640993
18,0.04060167,0.0012647572,0.016221926,0.0047392813,0.0017135818,0.0128501905,0.007976276,0.017451212,0.012585219,0.008935994,0.034485552,0.08352298,0.04708969,0.026549418,0.057846177,0.06688588,0.019938752,0.0032071339,0.008638935,0.0031295777
19,0.01235366,0.013484315,0.013551731,0.010061199,0.08422206,0.0031294692,0.0041600126,0.13806215,0.0009781697,0.0034861232,0.007069385,0.0076134363,0.0069732983,0.022535091,0.040275197,0.010425055,0.0010295347,0.0047294884,0.0049475515,0.21427712
20,0.007324179,0.0011881144,0.57749194,0.016045041,0.1739406,0.0005033259,0.01534209,0.07205184,0.0050231973,0.008930327,0.047472768,0.04488737,0.14565165,0.018008491,0.1315551,0.019422812,0.01610832,0.009227304,0.016927239,0.19826983
21,0.25265598,0.032881692,0.3594251,0.044328883,0.09742107,0.81031525,0.20702451,0.24933937,0.32581702,0.22405969,0.96812814,1.3484854,1.1247851,0.94552386,1.0507917,1.2361403,0.73803824,0.22246152,0.09597042,0.06180888
22,0.022744277,0.009114224,0.06671153,0.011591148,0.0128798345,0.09501687,0.029666308,0.33144423,0.057747424,0.032223925,0.20056832,0.26812303,0.23584637,0.14244771,0.28647926,0.19400081,0.12580538,0.016860986,0.034041934,0.004814735
23,0.0021689131,0.0005419786,0.010610396,0.0044442583,0.00033157077,0.008299071,0.00024497494,0.008113594,0.001521756,0.0010984772,0.012307261,0.03186473,0.06226287,0.0043926444,0.017558768,0.014963881,0.0021983227,0.00044743408,0.0016458709,3.8393828e-05
25,0.16940418,0.04515177,0.11774673,0.023771904,0.04142286,0.177165,0.07757206,0.49641374,0.11430237,0.093556665,0.41189012,0.66844374,0.4921338,0.25615284,0.427436,0.71229804,0.3005599,0.08218737,0.04126257,0.039855544
28,0.02089874,0.006378126,0.028620085,0.0059005744,0.012047861,0.075931415,0.021815246,0.11546462,0.051929533,0.044196215,0.12223629,0.17300688,0.1391778,0.07874836,0.14227752,0.13642062,0.07078227,0.027557814,0.01307606,0.004418493
29,0.04311257,0.009787271,0.023789024,0.0070164786,0.009690656,0.079753555,0.018218841,0.044252135,0.04677891,0.02950944,0.16695672,0.26943576,0.23665898,0.11339943,0.1805244,0.27862665,0.13558841,0.026551878,0.009388317,0.008623959
30,0.0021436727,0.0006083642,0.03213454,0.006953654,0.00038322544,0.02570902,0.00037846575,0.21368907,0.030141367,0.029928762,0.3294898,0.49332124,0.443453,0.21744885,0.32211745,0.61674035,0.22725827,0.00082741363,0.0037363998,3.7197697e-05
31,0.02169113,0.009915764,0.06054375,0.010682438,0.0048908,0.033185862,0.015248546,0.041035466,0.030654952,0.017343396,0.097930826,0.1551807,0.13124362,0.10360046,0.10030998,0.13176224,0.10099698,0.03355618,0.011016959,0.0047580255
33,0.06609388,0.00072052097,0.03417894,0.01061776,0.0064799683,0.053082485,0.013463385,0.063821085,0.045190334,0.036256503,0.12428024,0.12815706,0.15267098,0.07506337,0.12952061,0.20514336,0.19518018,0.011447507,0.0039865198,0.0014277874
34,0.09078424,0.009740884,0.029514687,0.0051214593,0.009101462,1.9215782,0.014648434,0.4788004,0.95453453,0.6735411,4.2318563,3.7482243,2.8687465,2.977373,3.4427757,3.7763062,0.03522137,0.017316004,0.011778724,0.010297904
35,0.23849292,0.15954567,0.48068783,0.19658464,0.16641822,0.82354534,0.2848871,2.434431,0.63447106,0.44457257,2.513946,4.379051,3.3366227,1.8987582,2.9355435,5.3566556,3.2477956,0.5069225,0.26666403,0.11664379
36,0.21085814,0.030280445,0.18483801,0.042433232,0.0328507,0.17904906,0.057499766,0.087899774,0.13730662,0.15872233,0.30361843,0.35250166,0.34274325,0.17928371,0.2958722,0.53682417,0.20491153,0.072215274,0.051953863,0.02972034
37,0.47017998,0.15216312,0.46639684,0.15125282,0.18762304,0.8209429,0.31198817,1.2213541,0.44528404,0.33585608,1.9500778,2.6156058,2.1801372,1.4631974,2.0151896,3.2569063,1.8200473,0.31882834,0.24104701,0.13249584
39,0.14843644,0.0009202046,0.052919555,0.0039907782,0.00040690607,0.15495718,0.00081870105,0.09072786,0.017031733,0.0093653845,0.057648875,0.072017774,0.06194489,0.0292649,0.03609249,0.05208104,0.004612205,0.0008623911,0.0055302666,5.0558938e-05
41,0.3801507,0.00092117995,1.8405424,0.0057226596,0.0016381986,0.0974117,0.0016403131,0.029779738,0.08320046,0.07603355,0.34869114,0.54516065,0.5908158,0.2528296,0.42586732,0.56643784,0.37366208,0.0026919763,0.0019057163,0.00054552517
42,0.07988398,0.0013563614,0.015618077,0.0056057577,0.0068106013,0.0013232444,0.0010315255,0.009347166,0.0015346362,0.002537659,0.0041374685,0.004359887,0.010725131,0.0078941705,0.011601562,0.0501209,0.0030360862,0.017105836,0.0017567014,0.0007608026
43,0.0366439,0.008677186,0.0274165,0.023493407,0.0062047723,0.018832766,0.01490995,0.024361739,0.031551953,0.02679246,0.08053504,0.11971292,0.09210625,0.035920136,0.10884187,0.19416875,0.09074215,0.011093844,0.010382582,0.004823907
44,0.034431983,0.012498984,0.047487997,0.028677868,0.013219863,0.052585866,0.024562668,0.13898514,0.068715826,0.045285728,0.19300617,0.3408974,0.23024242,0.13835192,0.2282385,0.39681414,0.17110687,0.038679015,0.015094274,0.0067504123
46,0.4428534,0.11280034,0.33493608,0.039770953,0.13659821,0.48508272,0.24302967,0.55136335,0.24288382,0.1899578,0.9191397,1.2996848,1.1775501,0.7407054,1.0587331,1.5491973,1.0150871,0.16930163,0.16280699,0.10067948
47,0.002211357,0.0008327117,0.001203353,0.0053417096,0.00038478532,0.00073684234,0.0013295492,0.050221834,0.0002008044,0.0012963713,0.016426815,0.030454502,0.03214085,0.0052649756,0.0123131275,0.028408801,0.014155484,0.0006365452,0.0026049018,4.9665487e-05
48,0.002072931,0.00048646613,0.0005140137,0.006087289,0.00050973496,0.020898884,0.008344858,0.012134757,0.002744533,0.004100376,0.008064975,0.016476883,0.018144032,0.005853197,0.006256411,0.007013261,0.023123905,0.00030215667,0.0014464968,4.687895e-05
50,0.05668593,0.008522531,0.04561141,0.0059364396,0.016400099,0.06174969,0.01762031,0.13462919,0.04044066,0.03637854,0.13774298,0.16605963,0.19599591,0.09386864,0.10867297,0.13776211,0.049924027,0.02674272,0.08732306,0.025720961
51,0.0331197,0.0008516601,0.0032870208,0.004783892,0.0019504371,0.59513044,0.0006122738,0.018365983,0.054479405,0.046308935,0.19467023,0.048859816,0.06814417,0.38063943,0.08332142,0.024130512,0.0007611884,0.00117972,0.06545266,0.0030287511
52,0.046428308,0.042868197,0.11491396,0.009262806,0.04528515,0.09057599,0.048571285,0.088167466,0.054602176,0.055563506,0.22556052,0.3613838,0.22871327,0.14590023,0.24850798,0.309465,0.13508543,0.044168882,0.0598356,0.03433359
54,0.07670032,0.0032734289,0.037864536,0.0072973566,0.0013806057,0.041873656,0.0053562955,0.019952979,0.017043367,0.009094741,0.06150845,0.055418503,0.04874064,0.03102107,0.055904776,0.06061589,0.024018887,0.022430604,0.02525122,0.0012842698
55,0.03061965,0.042795602,0.081319824,0.010774365,0.034029372,0.054647647,0.034453504,0.16671091,0.03324043,0.04848759,0.14357887,0.19295684,0.1500139,0.08735031,0.17278983,0.1448652,0.08058453,0.03882252,0.059267133,0.035497215
57,0.045445316,0.019331591,0.0657369,0.01792402,0.006763787,0.06881679,0.093082935,0.06296525,0.04597284,0.029012263,0.12951313,0.20716281,0.13590063,0.08568281,0.15868978,0.19568259,0.15976347,0.029090276,0.1871321,0.0076147835
58,0.17752983,0.057538968,0.49503678,0.009646213,0.07908754,0.38023552,0.29300645,0.34209624,0.17723325,0.13151363,0.61932737,1.1528018,0.79967105,0.490856,0.7947939,0.9956834,0.82703567,0.019938035,0.22543566,0.021676816
62,0.0024566145,0.00038123777,0.1531462,0.0055214427,0.000326642,0.00043941638,4.235874e-05,0.008997652,0.006194895,0.0021765658,0.007934188,0.0124072945,0.009858456,0.0057246294,0.0058098556,0.0039580725,0.00043924846,0.00028731773,0.0016142584,5.8358888e-05
63,8.646373,0.004432953,0.01754135,0.0054844758,0.008664003,0.0023547444,0.0013746753,0.022268666,0.0032291554,0.0038581423,0.009955799,0.008900161,0.057534114,0.008242107,0.034130406,0.039927594,0.043365043,0.006252718,0.0046856343,0.008461129
66,0.23528725,0.09271433,0.19758143,0.04838249,0.09624926,0.46051705,0.15319648,0.33270064,0.25438553,0.17332241,1.016545,1.7057925,1.1981896,0.8927112,1.1771947,1.1257694,0.53887516,0.10336101,0.20366514,0.06093883
67,0.11035638,0.009660933,0.12174937,0.021858945,0.013845807,0.16717356,0.048160255,0.054021057,0.06866495,0.041468877,0.1432524,0.20747843,0.17124642,0.12757875,0.15145944,0.16517209,0.03523179,0.0020855682,0.016334537,0.0130016515
69,0.50258327,0.13050765,0.33291095,0.10034242,0.17585531,0.9316343,0.32721117,0.252033,0.39907888,0.28665978,1.3563372,2.0132763,1.7721754,1.3770928,1.5480577,1.8205501,1.474004,0.39190322,0.23022692,0.10841847
70,0.045422383,0.010588667,0.038660876,0.011163737,0.016176092,0.05330064,0.024951773,0.11880783,0.03770983,0.024366153,0.11847783,0.15852953,0.15330335,0.07618332,0.14101653,0.17566249,0.09554495,0.019135261,0.017541207,0.0026374427
72,0.009616093,0.0031280466,0.01053197,0.0056296387,0.00079514517,0.01670735,0.002368813,0.022367666,0.0062901853,0.0059688156,0.03459299,0.04677173,0.037493065,0.018040245,0.034473006,0.04516886,0.03853893,0.004239647,0.0029070184,0.00071605167
73,0.0027612676,0.0010487405,0.04516679,0.05465339,0.0004935195,0.0014067942,8.1434526e-05,0.017356507,0.008302087,0.0028879193,0.002374256,0.002422657,0.0013638521,0.0020778414,0.002496189,0.21058923,0.00030293345,0.0005609035,0.0037096653,4.9176968e-05
74,0.0022326007,0.009754793,0.006304176,0.00893568,0.00034094127,0.00024963616,0.019814909,0.006422996,0.0015477331,0.0002891985,0.00016355411,0.0003949115,0.0003180332,0.0013732894,0.010741198,0.0052639535,0.050668355,0.0005401678,0.007320857,0.00019355273
76,0.12068884,0.115587056,0.12987731,0.013567607,0.057957217,0.06592711,0.22528532,0.006986218,0.022588164,0.012635766,0.07861011,0.05020179,0.044337045,0.14636226,0.17335652,0.07231266,0.74261886,0.10227905,0.08629717,0.06539291
78,0.024566375,0.0024283347,0.054354895,0.0138458805,0.009078647,0.010369823,0.025087552,0.069023564,0.019917376,0.013780622,0.07718975,0.11911379,0.10491976,0.061294414,0.09870042,0.13890275,0.22804867,0.008123538,0.0025852723,0.0028328584
84,0.3419766,0.0004095598,0.010655315,0.004014406,0.003724905,0.07605078,0.00956239,0.010450103,0.0027709883,0.00074673246,0.00044568497,0.0016877103,0.0034457915,0.014759173,0.007622629,0.0029344873,0.043499466,0.00046907732,0.001550869,0.0009772704
86,0.08926352,0.0014215691,0.047645,0.012589246,0.013479333,0.04807345,0.022620395,0.019712105,0.018115811,0.0083327275,0.061143115,0.05590559,0.08012427,0.04232637,0.071662635,0.08333983,0.056156926,0.009561045,0.025313472,0.0021507484
87,0.025224589,0.014982768,0.05062389,0.0076081315,0.013848657,0.062095385,0.022880606,0.13285196,0.030474719,0.026840448,0.119172595,0.1615952,0.12662761,0.07150044,0.123735406,0.23707317,0.07296243,0.021715889,0.013113583,0.012562737
88,0.0028476617,0.0017867276,0.0001570534,0.004442434,0.0003571085,0.0006715676,0.00011542324,0.020713812,0.00011859774,0.0001686712,0.0008838894,0.009994,0.0031291428,0.00072747236,0.0059513575,0.0033895595,0.00021152347,0.0029272295,0.0015416223,0.0007183388
89,0.03711387,0.000997013,0.0012728763,0.19266546,0.13583763,0.0068831877,0.0075089424,0.013155012,0.004121332,0.0015011263,0.018183094,0.013438521,0.032872736,0.034387607,0.030540224,0.050074015,0.0070921564,0.02983603,0.0025165866,0.0004208537
90,0.03473755,0.011014826,0.05504357,0.016437283,0.02117102,0.06450912,0.02855501,0.3850865,0.056326404,0.046978343,0.19687386,0.31211102,0.26942176,0.13136958,0.23413216,0.3638568,0.113128744,0.029191181,0.026494164,0.011794375
91,0.045321003,0.0043234094,0.047878783,0.0069429125,0.0066000195,0.031425618,0.02788594,0.06902619,0.02892728,0.027038025,0.098539226,0.15121041,0.13484111,0.072335675,0.14095916,0.18122898,0.06913333,0.016811956,0.029271612,0.0057044053
93,0.064031355,0.021192769,0.04987499,0.028096698,0.030199505,0.09042407,0.03716672,0.021223905,0.053850338,0.047720008,0.17761002,0.33479124,0.18291686,0.14326145,0.17351699,0.32130507,0.12125845,0.023212712,0.015921712,0.019422088
96,0.0023770537,0.0003966798,0.0140246125,0.0043517263,0.00035243545,0.00056502456,2.9710716e-05,0.022732105,0.0033713034,0.00060707756,0.0014935172,0.009657352,0.009286951,0.0010551551,0.0041953214,0.006875275,6.4516134e-05,0.00030421573,0.02526264,2.9575393e-05
97,0.020353844,0.0028751944,0.012184719,0.0042096614,0.0017351595,0.015764,0.0074360473,0.023691524,0.009340653,0.0066138394,0.018983375,0.037678394,0.02823722,0.014236776,0.030808056,0.023244437,0.015148447,0.0036678028,0.01689282,0.000278951
98,0.003144708,0.016128402,0.010167654,0.008327142,0.012465871,0.012634512,0.15589221,0.015215485,0.008785354,0.0067752604,0.021943934,0.028723951,0.035455935,0.01894485,0.088091195,0.012772241,0.21819752,0.016047666,0.0999101,0.03442326
100,2.6662374,1.9953712,3.565062,2.365254,1.8859411,5.144437,2.034454,4.9739757,2.704139,2.2041414,10.304636,13.044182,15.53179,6.8347964,10.625738,17.845535,11.289257,1.5590035,2.9738102,0.98869693
103,0.059691954,0.0046458705,0.10899016,0.017809503,0.013019062,0.1496564,0.041616727,0.09464252,0.07727163,0.04627843,0.18889572,0.3506039,0.17094047,0.12706123,0.24331927,0.21107379,0.112635426,0.019687366,0.014581306,0.008081686
105,0.00781669,0.00048380333,0.0013694031,0.005108512,0.015708033,0.072231725,0.0033774157,0.091695316,0.04131919,0.032676924,0.07543684,0.10750472,0.13509133,0.051820796,0.115562186,0.18278402,0.0015078315,0.0015675257,0.022897048,0.0003696203
106,0.03872384,0.0077689686,0.086477764,0.011904177,0.17765667,0.05178003,0.018043261,0.036309674,0.056263562,0.058183357,0.23192365,0.6378823,0.51189953,0.31356105,0.3415235,0.7436908,0.09695692,0.0019580203,0.0349825,0.00936764
109,0.010097434,0.0003995748,0.00027822444,0.013481806,0.0003584103,0.00038130142,1.6924008e-05,0.014405967,0.00063814205,0.010908028,0.0021256367,0.007641043,0.13619523,0.012199624,0.011214972,0.011207945,0.0002596019,0.00027782682,0.0026934366,0.00062025577
110,0.026069906,0.0044957167,0.08482842,0.017796427,0.0007021,0.00852453,0.00530327,0.05713703,0.004975391,0.0074886056,0.0090711005,0.0059966967,0.031067956,0.004895704,0.02539729,0.006066012,0.0015545783,0.0026131503,0.0027013381,0.06284651
112,0.026024887,0.0078702625,0.041772265,0.02892689,0.0027797527,0.046656523,0.013638757,0.07697771,0.02955784,0.022505883,0.08393831,0.13967039,0.097519584,0.05062559,0.09292876,0.14309095,0.054409467,0.010187062,0.017978074,0.0023582196
114,0.037866417,0.00580838,0.019681884,0.010234757,0.04218736,0.024567924,0.023935605,0.021531817,0.01608405,0.015303654,0.06376694,0.08143244,0.0736555,0.04076907,0.094449446,0.09912369,0.107294835,0.01181055,0.021088984,0.00508066
115,0.015692605,0.0021066878,0.017156454,0.010404983,0.0037944901,0.063159615,0.028679594,0.21398956,0.019727837,0.01812045,0.032325644,0.035140622,0.1320751,0.01944938,0.06486102,0.055419397,0.2593987,0.020162292,0.025692368,0.0011278457
116,0.04837667,0.0016725383,0.02006406,0.0063342396,0.0012877797,0.05690763,0.008013884,0.024990901,0.021982277,0.019208776,0.05349818,0.103398435,0.07388906,0.029391326,0.063171536,0.08042567,0.024052085,0.0020691997,0.0058651357,0.0015385053
117,0.031736474,0.012771416,0.039946817,0.016184326,0.016920105,0.07342217,0.016875075,0.13379022,0.050734516,0.03867392,0.1742324,0.25517258,0.2234283,0.16188516,0.13136446,0.26784807,0.14346516,0.041149408,0.01593202,0.010299927
118,0.016466055,0.009052895,0.032219693,0.004770595,0.005904844,0.02603872,0.020388378,0.043506827,0.02710463,0.023935907,0.087703496,0.13277799,0.10990001,0.05972731,0.10150772,0.14716676,0.11453222,0.010739789,0.022145106,0.0032324186
120,0.43713477,0.046931427,0.38732788,0.05908494,0.077089995,0.4069166,0.18553717,1.4991214,0.36162516,0.29224312,1.7331307,2.9290998,2.1845791,1.3319647,1.6953837,3.2570684,0.5544585,0.10766959,0.114010036,0.034765843
122,0.37180895,0.019990485,0.28371865,0.008505395,0.060309067,0.1665933,0.16490377,0.11171119,0.08477455,0.056653265,0.23734513,0.35025114,0.3116349,0.24088262,0.27641797,0.34410876,0.50691557,0.022742637,0.053232048,0.017211894
123,0.15090528,0.0014420047,0.031402953,0.004988389,0.0062286775,0.06929351,0.03181342,0.084765024,0.020500153,0.019517727,0.06832531,0.10717388,0.084806606,0.061820213,0.08788735,0.060766663,0.02394253,0.0023147294,0.0022947032,0.0023612988
125,0.005252946,0.0028382125,0.0018829637,0.004955591,0.114042476,0.0013490409,0.033577267,0.008168173,0.00028699046,0.0005655874,0.00014590638,0.0008373369,0.00033643193,0.0015047801,0.022534259,0.0013434407,0.33203623,0.0011533675,0.004315691,0.018881055
126,0.012347685,0.00051034335,0.00096386945,0.00422783,0.28869072,0.0055814474,0.018364012,0.009725055,0.00075468567,0.00037997853,0.0019909223,0.0014928924,0.0008915883,0.0032760298,0.027506925,0.002966888,0.36478072,0.00085489516,0.0017023097,0.05394464
127,0.6629657,0.27777773,0.9721957,0.27755076,0.4037168,2.3534236,0.5067585,4.127592,1.0513455,0.7427502,4.428532,7.0791454,5.948147,3.2812126,4.2996545,9.283369,4.086942,0.4954673,1.4583237,0.29731506
129,0.0019928825,0.0003934148,0.00039848124,0.005225299,0.00035754492,0.0014794827,0.00036726482,0.015647199,0.004633294,0.005800071,0.03404817,0.032892395,0.02334141,0.006771293,0.029780969,0.10689407,0.00020100024,0.0003097526,0.0019827546,3.5105983e-05
130,19.098463,0.0016204756,0.023743035,0.019735713,0.0020238229,0.1562276,0.022977859,0.20712987,0.11979572,0.1330465,0.5037869,0.4370003,0.36932614,0.42544353,0.44868124,0.75744295,0.0089809215,0.0029936542,0.0041065537,0.0021016183
131,0.0021180995,0.00039317034,0.0006747144,0.004313613,0.00035599634,0.00034306443,0.00011588892,0.00876027,0.0031780917,0.002681895,0.024171526,0.023998654,0.0063668876,0.012156507,0.016751038,0.028711883,0.00011681227,0.000290521,0.003278435,4.5660046e-05
134,0.31351283,0.05330446,0.21041344,0.03856317,0.05755401,0.10528273,0.08211658,0.067605525,0.07271627,0.067210495,0.19134356,0.2825942,0.21454844,0.14273149,0.2300807,0.25344026,0.21858856,0.0559196,0.10687903,0.015884614
137,6.7795258,0.37634352,1.002514,0.32389677,0.44761965,1.6303098,1.0968809,2.91965,1.7175809,1.7336594,6.1921268,12.319192,20.720087,9.52417,7.5853243,15.420409,10.974666,0.37786242,0.33235848,0.37246335
139,0.017175239,0.0043368503,0.0014447742,0.0044735093,0.00038857473,0.01109173,0.059328362,0.03376471,0.003095565,0.0012312221,0.00019839077,0.00090808363,0.007885715,0.0061427983,0.018986844,0.0013405024,0.063886866,0.04168295,0.0014426565,0.00014332913
140,0.057665512,0.0033858716,0.0034700942,0.005654669,0.0007205328,0.0074360454,0.016273957,0.0323026,0.008086639,0.006875959,0.016198138,0.024946803,0.034518525,0.0071023013,0.02201332,0.027459817,0.024492389,0.0019882706,0.017312171,0.0002494166
141,0.81835747,0.00043249215,0.004306425,0.004488602,0.0007955864,0.014117422,0.0074439365,0.01769015,0.0019153462,0.0004448474,0.00052379,0.00045848568,0.0009960135,0.0032768522,0.0071363733,0.0014790368,0.0064868736,0.0015025393,0.0015040616,0.00010665172
143,0.09736414,0.0018778977,0.05935974,0.01056737,0.0057245297,0.160367,0.03167332,0.012845445,0.031933714,0.022711901,0.05120122,0.055630673,0.050959494,0.043087486,0.07393574,0.03671408,0.03890352,0.0013937625,0.014985011,0.0010813907
144,16.102028,0.006379115,0.0595053,0.0047281277,0.019317739,0.18193987,0.0026710618,0.018508375,0.01619625,0.011915958,0.034558855,0.053618655,0.08156364,0.046712365,0.037319843,0.015116463,0.010269038,0.03038396,0.014780392,0.0047912705
147,0.1006159,0.009204967,0.029892145,0.02465885,0.0066949828,0.07689924,0.03396995,0.3454474,0.04386872,0.0320792,0.24000159,0.39376086,0.30668226,0.100312755,0.23155497,0.65602154,0.13590352,0.0069368565,0.014469525,0.004055952
149,0.0030761783,0.03130536,0.0023596052,0.0044899895,0.01614002,0.0042386088,0.055489227,0.014364197,0.003906351,0.0020739348,0.0053504347,0.0048963847,0.0025685611,0.008103979,0.022775771,0.0067589716,0.020946985,0.0031898695,0.07120665,0.023487885
151,0.014037461,0.004801695,0.00050407567,0.012139112,0.015659172,0.01623342,0.00043148774,0.012405555,0.012556525,0.006039668,0.098253384,0.07945787,0.061726272,0.07268789,0.054475054,0.06255893,0.0087531395,0.037987314,0.0027196393,0.0008929184
152,0.07668907,0.013482374,0.22891304,0.0134746125,0.0050500114,0.19365077,0.07064005,0.019329282,0.119020194,0.06554797,0.21586767,0.3190254,0.24604094,0.19056816,0.21497817,0.22719212,0.033239227,0.028316867,0.024704583,0.014702443
153,0.32799795,0.015674602,0.15001468,0.008352184,0.021568274,0.12501925,0.08818354,0.07072653,0.075652726,0.06326927,0.28735068,0.64476204,0.3488947,0.24717335,0.31015486,0.4917337,1.6753762,0.028004006,0.0445308,0.015777405
154,0.09746385,0.018419174,0.07531254,0.03960961,0.03011432,0.1454074,0.070107415,0.3422938,0.08834787,0.076350436,0.33651567,0.54772526,0.54054224,0.25307775,0.36525622,0.61763686,0.19134025,0.02053285,0.054881673,0.027359167
155,0.013882053,0.0050862744,0.025501443,0.008089371,0.005434951,0.03829941,0.018273769,0.036626108,0.018229397,0.0144611625,0.052679054,0.0676669,0.07101957,0.040746223,0.07369194,0.081201136,0.07512396,0.0048652613,0.0052166386,0.0015386108
156,0.004886599,0.0005966522,1.0980954,0.021461105,0.0010950669,0.0034443564,0.072962105,0.045209374,0.0018712659,0.0032677143,0.0036580442,0.0045283292,0.006330457,0.004165208,0.06940695,0.00853313,0.010847529,0.0014124658,0.0016031844,0.00013922951
157,0.039747257,0.00559295,0.042584825,0.0077441046,0.011507613,0.034111373,0.02431205,0.10577333,0.026826609,0.019563576,0.07936166,0.124193266,0.10091692,0.041331906,0.09827261,0.12535805,0.07406387,0.01667808,0.018762758,0.0039724056
158,8.493708,0.0013343606,0.10886206,0.0053180195,0.0107804,0.115745075,0.14236766,3.8862362,0.0503943,0.03381088,0.09485587,0.20294546,0.14222737,0.077741474,0.1750486,0.24883007,0.20045851,0.001419826,0.024697375,0.0011399073
161,0.0906917,0.018273018,0.0484054,0.033242967,0.040548608,0.099214174,0.1404792,1.2469685,0.055164274,0.046449777,0.20754075,0.37949362,0.23578961,0.13884325,0.25635922,0.50974995,0.43767947,0.02230561,0.09217656,0.008540855
164,0.001752908,0.0010244763,0.0038865404,0.0071101543,0.00035963478,0.02115702,0.000153644,0.04989495,0.011594083,0.010726767,0.061821647,0.29986718,0.078886606,0.06405794,0.09070155,0.19467594,0.05195482,0.0027705985,0.006791812,4.5058874e-05
165,0.0022052056,0.00095809787,0.0009465121,0.009773241,0.00034688428,0.0006921661,5.9889735e-05,0.04721424,0.006145477,0.004736037,0.032191444,0.032402456,0.024153024,0.0022569785,0.024409784,0.12736809,0.00022681845,0.00048156435,0.0031500948,4.79718e-05
166,0.08442872,0.029101413,0.13459845,0.040274516,0.03185323,0.11543657,0.04959882,0.22748062,0.08253378,0.06597544,0.2691487,0.42491668,0.38004187,0.19826117,0.263079,0.48876458,0.21371652,0.034680635,0.11583441,0.019201035
167,0.022364689,0.0066638067,0.02241372,0.004543591,0.009023804,0.03675141,0.011013603,0.055364296,0.019994415,0.015430609,0.0710702,0.123312205,0.09013349,0.06601077,0.061052192,0.14393885,0.0508651,0.012362761,0.008269675,0.0071271546
168,4.1247115,0.0040770615,0.015194315,0.0042611607,0.005734781,0.00043768962,0.0013887612,0.61638385,0.0032209475,0.002751849,0.012010028,0.034651026,0.019348016,0.008505566,0.027107315,0.011049124,0.0019692013,0.0009992819,0.022456111,0.0071494333
171,0.14216445,0.03286722,0.13423096,0.018869601,0.023724696,0.12738201,0.088047795,0.22373614,0.09003999,0.083273605,0.2543364,0.4861443,0.2955873,0.1830336,0.2664839,0.38545054,0.22290277,0.043647088,0.061423246,0.028794147
173,0.117277965,0.08723504,0.31034148,0.15881337,0.0792993,0.7435105,0.10976004,0.5645178,0.5543565,0.34191886,1.966689,2.8991146,3.1267118,1.4704201,1.9302307,5.586986,1.4266238,0.7038411,0.096376844,0.055849336
174,0.042888924,0.02240047,0.0650671,0.030442549,0.015985793,0.06268083,0.038940687,0.05985716,0.04836355,0.041909065,0.1443093,0.30563432,0.19565314,0.111822374,0.1891385,0.23457274,0.125047,0.01885598,0.025954269,0.015232777
177,0.03202895,0.0056196926,0.0418391,0.020447182,0.0061080456,0.022873508,0.018327093,0.05224175,0.02453181,0.021440718,0.0642221,0.13570766,0.08816355,0.038677424,0.08190517,0.123012364,0.06916827,0.0148246465,0.017833916,0.004396085
178,0.03368918,0.010608563,0.033793088,0.011433797,0.005911543,0.02523552,0.016201321,0.13169742,0.024914078,0.019032022,0.101304755,0.15763952,0.13410753,0.08210375,0.117963515,0.26055035,0.0726999,0.0075795613,0.020591123,0.007737265
181,0.030518858,0.018817155,0.0032002935,0.004464329,0.004223512,0.035312843,0.0060356595,0.037098784,0.01641976,0.018165728,0.05644369,0.053398177,0.08112938,0.06909363,0.04225804,0.11229459,0.03669877,0.0057027745,0.012359103,0.008963845
